idx,prem,hyp,batch_name,uploaded_at,source_file
7119,"Busque el próximo poema de Emily Dickinson, Todo lo que realmente necesito saber en Poesía lo aprendí en Microsoft.",Dickinson escribió novelas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7120,"Busque el próximo poema de Emily Dickinson, Todo lo que realmente necesito saber en Poesía lo aprendí en Microsoft.",Dickinson escribió poemas sobre el amor.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7121,"Busque el próximo poema de Emily Dickinson, Todo lo que realmente necesito saber en Poesía lo aprendí en Microsoft.",Dickinson escribía poemas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7122,"Hablando de los consejeros de la Casa Blanca, Time recoge el relato de Henry Kissinger sobre sus años como secretario de estado del presidente Nixon.",Henry Kissinger fue el secretario de estado de Nixon.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7123,"Hablando de los consejeros de la Casa Blanca, Time recoge el relato de Henry Kissinger sobre sus años como secretario de estado del presidente Nixon.",Henry Kissinger fue el mejor secretario de estado.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7124,"Hablando de los consejeros de la Casa Blanca, Time recopila el relato de Henry Kissinger sobre sus experiencias como secretario de estado del presidente Nixon.",El tiempo nunca ha escrito sobre Henry Kissinger.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7125,"El viaje valió la pena, al menos en términos de entender qué motiva a los creyentes de la República de Texas.",El viaje ayudó a dar sentido a las motivaciones de los creyentes de la República de Texas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7126,"El viaje valió la pena, al menos en términos de entender qué motiva a los creyentes de la República de Texas.","El viaje a Texas fue divertido, aprendiendo acerca de las creencias y motivaciones cristianas.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7127,"El viaje valió la pena, al menos en términos de entender qué motiva a los creyentes de la República de Texas.","El viaje fue una completa pérdida de tiempo, ahora el malentendido es incluso mayor.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7128,"Así como Ross, Mehta lucha por expresar las virtudes inefables de William Shawn.",Tanto Mehta como Ross tienen dificultades para expresar las virtudes de William Shawn.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7129,"Así como Ross, Mehta lucha por expresar las virtudes inefables de William Shawn.",Ross y Mehta no tienen problemas para expresar los principios de William Shawn.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7130,"Así como Ross, Mehta lucha por expresar las virtudes inefables de William Shawn.",Las virtudes inefables de William Shawn son difíciles de expresar para cualquiera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7131,Tres bancos japoneses se fusionarán para crear la mayor institución financiera del mundo.,El banco será el mayor del mundo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7132,Tres bancos japoneses se fusionarán para crear la mayor institución financiera del mundo.,La fusión dará lugar a otro banco insignificante.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7133,Tres bancos japoneses se fusionarán para crear la mayor institución financiera del mundo.,Los tres bancos respectivos ya son grandes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7134,"Por otro lado, se mantiene al margen de Mark Twain.",No ha visto la luz del día en años.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7135,"Por otro lado, Mark Twain se interpone en su camino.",Mark Twain no puede detenerlo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7136,"Por otro lado, Mark Twain se interpone entre él y la luz del día.",Mark Twain se interpone entre la luz del día y él.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7137,Lo más decente y sensato que se puede hacer es decírselo al presidente.,Sería humanitario informar al presidente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7138,Lo más decente y sensato que se puede hacer es decírselo al presidente.,Decirle al presidente sería considerado insensible.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7139,Lo más decente y sensato que se puede hacer es decírselo al presidente.,El presidente se sorprenderá y se enojará por esta noticia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7140,"Paula quiere que recobrés de inmediato tu sentido del humor y agradezcás que tu amigo interviniera antes de que, mmm..., se produjera ningún daño.",Paula dice que deberías tomar esto muy en serio.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7141,"Pilar quiere que recobres de inmediato tu sentido del humor y agradezcas que tu amigo interviniera antes de que, este..., se produjera ningún daño.",Pilar piensa que la vida es mejor cuando te reís de todo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7142,"Prudencia quiere que recobres de inmediato tu sentido del humor y agradezcas que tu amigo interviniera antes de que, mmm..., se produjera ningún daño.",Prudencia quiere que te rías.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7143,"En primer lugar, ¿por qué los seres humanos tendrían gustos similares a los de Laibson?",Todos deberían tener preferencias del estilo de Laibson.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7144,"En primer lugar, ¿por qué los seres humanos tendrían gustos similares a los de Laibson?",No sé por qué los humanos deberían tener preferencias de estilo Laibson.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7145,"En primer lugar, ¿por qué los seres humanos tendrían gustos similares a los de Laibson?",Las preferencias de estilo Laibson son la norma.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7146,Hay una diferencia entre escepticismo cauto y escepticismo boludo.,El escepticismo sagaz y el escepticismo boludo no son exactamente lo mismo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7147,Hay una diferencia entre escepticismo cauto y escepticismo idiota.,El escepticismo prudente y el escepticismo estúpido en realidad son lo mismo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7148,Hay una diferencia entre escepticismo cauto y escepticismo idiota.,El escepticismo astuto es más común que el escepticismo idiota.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7149,La presencia de Bugsy Siegel y Kid Twist en nuestra historia reciente no significa que seamos personas duras.,Bugsy Siegel y Kid Twist son parte de nuestra historia y eso significa que somos duros.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7150,La presencia de Bugsy Siegel y Kid Twist en nuestra historia reciente no significa que seamos personas duras.,El hecho de que Bugsy Siegel y Kid Twist sean parte de nuestra historia no significa que seamos automáticamente duros.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7151,La presencia de Bugsy Siegel y Kid Twist en nuestra historia reciente no significa que seamos personas duras.,La presencia de estos raperos en nuestra historia no garantiza que seamos duros.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7152,La reseña de John Horgan del libro Climbing Mount Impossible (El misterio de la vida) de Richard Dawkins es interesante.,"Es obvio que John Horgan nunca leyó el libro, Climbing Mount Impossible (El misterio de la vida).",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7153,La reseña de John Horgan del libro Climbing Mount Impossible (The Mystery of Life) de Richard Dawkins es interesante.,John Horgan dio una reseña brillante de cinco estrellas al libro de Richard Dawkins.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7154,La reseña de John Horgan del libro Climbing Mount Impossible (The Mystery of Life) de Richard Dawkins es interesante.,Richard Dawkins escribió un libro titulado Climbing Mount Impossible (Escalar el monte imposible - El misterio de la vida).,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7155,Soderbergh es uno de esos raros cineastas que aprendieron la profesión sobre la marcha.,Es muy común que los cineastas aprendan en el trabajo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7156,Soderbergh es uno de esos raros cineastas que aprendieron la profesión sobre la marcha.,Rob Soderbergh es un cineasta galardonado.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7157,Soderbergh es uno de esos raros cineastas que aprendieron la profesión sobre la marcha.,Soderbergh es un cineasta con la habilidad de aprender en el trabajo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7158,¿Qué aspecto de nuestra política exterior teme más Richard Clarke que quede congelado o sea abandonado mientras los civiles son asesinados en Ruanda o sean congelados mientras los civiles son asesinados en Kosovo?,Clarke tiene preocupaciones sobre cómo responderemos a la violencia reciente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7159,¿Qué aspecto de nuestra política exterior teme más Richard Clarke que sea abandonado mientras los civiles son asesinados en Ruanda o mientras los civiles son asesinados en Kosovo?,A Clarke le preocupa nuestra política exterior.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7161,"Lenny Bruce comenzó su apología de ésta manera-- y lo cito de mala memoria-- la prolongación del crimen, la enfermedad, el sufrimiento, y la muerte son las razones por las cuales estoy acá, Albert Schweitzer, y J. Edgar Hoover en el negocio.",Bruce se disculpa muy a menudo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7162,"Lenny Bruce comenzó su apología de ésta manera-- y lo cito de mala memoria-- la prolongación del crimen, la enfermedad, el sufrimiento, y la muerte son las razones por las cuales estoy acá, Albert Schweitzer, y J. Edgar Hoover en el negocio.",Bruce se disculpa.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7163,"Lenny Bruce comenzó su apología de ésta manera-- y lo cito de mala memoria-- la prolongación del crimen, la enfermedad, el sufrimiento, y la muerte son las razones por las cuales estoy acá, Albert Schweitzer, y J. Edgar Hoover en el negocio.",Bruce nunca se disculpa.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7164,"El martes, Bush advirtió: Con demasiada frecuencia, en asuntos sociales, mi partido ha pintado una imagen de Estados Unidos inclinándose hacia Gomorra.",Bush no está de acuerdo con la forma en que su partido refleja el panorama.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7165,"El martes, Bush advirtió: Con demasiada frecuencia, en asuntos sociales, mi partido ha pintado una imagen de Estados Unidos inclinándose hacia Gomorra.",Bush advirtió en un día de la semana que su partido a menudo generaba una imagen sobre cuestiones sociales.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7166,"El martes, Bush advirtió: Con demasiada frecuencia, en asuntos sociales, mi partido ha pintado una imagen de Estados Unidos inclinándose hacia Gomorra.","El jueves, Bush felicitó a su partido por pintar una imagen de Estados Unidos en dirección al sol.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7167,"Este hombre nació en Alemania, es rico, educado, viajó mucho ...",El hombre se mudó de Alemania después de haber nacido.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7168,"Este hombre nació en Alemania, es rico, educado, viajó mucho ...","El hombre rico, educado y que ha viajado mucho nació en Alemania.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7169,"Este hombre nació en Alemania, es rico, educado, viajó mucho ...","Este hombre nació en Arkansas y era pobre, sin educación y nunca viajó.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7170,El segundo nivel de falsedad es que Brock defiende a Hillary sólo para elevar su propio escándalo de propiedad.,Brock no defiende a Hillary.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7171,El segundo nivel de falsedad es que Bruno defiende a Hillary sólo para elevar su propio escándalo de propiedad.,Algunas personas creen que es falso que Bruno defiende a Hillary para elevarse.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7172,El segundo nivel de falsedad es que Brock defiende a Hillary sólo para elevar su propio escándalo.,El siguiente nivel de mentiras va a ser uno en el que Brock defiende a Hillary para agrandarse a sí mismo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7173,Time publica dos artículos antiemoción.,Newsweek publicó cuatro artículos muy emotivos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7174,Time publica dos artículos antiemoción.,La revista Time incluye dos artículos contra la emoción.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7175,Time publica dos artículos antiemoción.,La revista Time lleva adelante dos controversiales artículos anti emoción.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7176,"En un principio, esta propuesta provocó algunas burlas por parte de los analistas cuyo desprecio por Forbes es bastante obvio.",Forbes solo tiene seguidores.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7177,"En un principio, esta propuesta provocó algunas burlas por parte de los analistas cuyo desprecio por Forbes es bastante obvio.",A la mayoría de la gente no le gusta Forbes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7178,"En un principio, esta propuesta provocó algunas burlas por parte de los analistas cuyo desprecio por Forbes es bastante obvio.",A algunas personas no les gusta Forbes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7179,Es una medida de seguridad para la gente ordinaria ¿ pero el presidente llevará una cartera?,¿Creés que el Presidente lleva cartera?,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7180,Es una medida de seguridad para la gente ordinaria ¿ pero el presidente llevará una billetera?,A nadie le importa si el presidente lleva una billetera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7181,Es una medida de seguridad para la gente ordinaria ¿ pero el presidente llevará una billetera?,El presidente podría llevar una billetera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7182,"Gracias al Vaticano II (y una de sus consecuencias poco notorias, un debilitamiento del anticatolicismo norteamericano), los católicos socializan de forma desinteresada con otros cristianos y asisten a sus bautizos, bodas y funerales.",Los católicos y los cristianos tienen algunas cosas en común.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7183,"Gracias al Vaticano II (y una de sus consecuencias poco notorias, un debilitamiento del anticatolicismo norteamericano), los católicos socializan de forma desinteresada con otros cristianos y asisten a sus bautizos, bodas y funerales.",Los católicos y los cristianos nunca participan en las mismas actividades.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7184,"Gracias al Vaticano II (y una de sus consecuencias poco notorias, un debilitamiento del anticatolicismo norteamericano), los católicos socializan de forma desinteresada con otros cristianos y asisten a sus bautizos, bodas y funerales.",Hay algunas tradiciones exclusivamente católicas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7185,Mi género es interesante pero realmente no es el tema de la historia acá.,La interesante historia sobre mi género es algo sobre lo que escribiré en el futuro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7186,Mi género es interesante pero realmente no es el tema de la historia acá.,El principal tema de esta historia es mi género y revelárselo a las personas más cercanas a mí.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7187,Mi género es interesante pero realmente no es el tema de la historia acá.,La historia trata un tema que no está basado totalmente en género.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7188,Sin embargo los senadores y legisladores estatales de Nueva York admiten que accedieron a la legislación porque estaban impresionados con la ferocidad del apoyo a la propuesta de ley.,El estado de Nueva York tiene sus propios representantes gubernamentales.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7189,Sin embargo los senadores y legisladores estatales de Nueva York admiten que accedieron a la legislación porque estaban impresionados con la ferocidad del apoyo a la propuesta de ley.,El estado de Nueva York no tiene senadores.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7190,Sin embargo los senadores y legisladores estatales de Nueva York admiten que accedieron a la legislación porque estaban impresionados con la ferocidad del apoyo a la propuesta de ley.,El estado de Nueva York tiene más senadores que otros estados.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7191,El Boston Globe ha publicado una contundente serie de cuatro partes sobre la Universidad de Harvard.,La Universidad de Harvard le dio permiso a The Boston Globe para escribir sobre ellos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7192,El Boston Globe ha publicado una contundente serie de cuatro partes sobre la Universidad de Harvard.,El Boston Globe nunca ha escrito acerca de una universidad.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7193,El Boston Globe ha publicado una contundente serie de cuatro partes sobre la Universidad de Harvard.,El Boston Globe ha escrito sobre la Universidad de Harvard.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7194,"Cuando la bola cayó, un gran letrero se iluminó y se transmitió en cada 2000 Discover Card.",El letrero se iluminó en Times Square.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7195,"Cuando la bola cayó, un gran letrero se iluminó y se transmitió en cada 2000 Discover Card.",La señal se iluminó.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7196,"Cuando la bola cayó, un gran letrero se iluminó y se transmitió en cada 2000 Discover Card.",El cartel permaneció negro.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7197,"Entonces, también en los trópicos cubanos, acaba de haber un día tan bello como la gloria, frío como la tumba.",Cuba está en el Ártico.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7198,"Entonces, también en los trópicos cubanos, acaba de haber un día tan bello como la gloria, frío como la tumba.",Cuba está en los trópicos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7199,"Entonces, también en los trópicos cubanos, acaba de haber un día tan bello como la gloria, frío como la tumba.",Siempre está por encima de 80 en Cuba.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7200,"Busque la condescendencia, el sentimentalismo, la ironía (con opciones por separado para intencionales y no intencionales), la complacencia, el oscurantismo y los juegos de palabras.",La ironía intencional es más común que la ironía involuntaria.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7201,"Busque la condescendencia, el sentimentalismo, la ironía (con opciones por separado para intencionales y no intencionales), el proxenetismo, el oscurantismo y los juegos de palabras.",La ironía se subdivide en categorías.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7202,"Busque la condescendencia, el sentimentalismo, la ironía (con opciones por separado para intencionales y no intencionales), el proxenetismo, el oscurantismo y los juegos de palabras.",Hay solo un tipo de ironía.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7203,"Los eurócratas de la Unión Europea tienen ideas valiosas, como persuadir a los gobiernos del continente para que hagan políticas de inmigración y ambientales armonizadas.",La Unión Europea tiene burócratas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7204,"Los eurócratas de la Unión Europea tienen ideas valiosas, como persuadir a los gobiernos del continente para que hagan políticas de inmigración y ambientales armonizadas.",Las políticas medioambientales y de inmigración no son buenas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7205,"Los eurócratas de la Unión Europea tienen ideas valiosas, como persuadir a los gobiernos del continente para que hagan políticas de inmigración y ambientales armonizadas.",No hay buenas ideas de los eurócratas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7206,Este no es un secreto para los comerciantes de música.,Los minoristas de música no saben completamente nada sobre esto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7207,Este no es un secreto para los comerciantes de música.,Los vendedores de música son conscientes de este hecho.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7208,Este no es un secreto para los comerciantes de música.,"Los minoristas de música sabían de este problema antes de que las noticias llegaran al público, hace un mes.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7209,La misma insinuación de que Hillary Rodham Clinton podría tener algo que aprender de la Princesa Diana fue lo suficientemente intrigante como para hacerme hacer clic en Hillary y Di de Margaret Carlson.,Hillary Clinton es una persona perfecta.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7210,La misma insinuación de que Hillary Rodham Clinton podría tener algo que aprender de la Princesa Diana fue lo suficientemente intrigante como para hacerme hacer clic en Hillary y Di de Margaret Carlson.,Hillary Rodham Clinton podría aprender de la princesa Diana.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7211,La misma insinuación de que Hillary Rodham Clinton podría tener algo que aprender de la Princesa Diana fue lo suficientemente intrigante como para hacerme hacer clic en Hillary y Di de Margaret Carlson.,La princesa Diana era mucho mejor persona que Hillary Clinton.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7212,¿Por qué Gates produce a un ritmo tan frenético?,Gates no produce de manera lenta.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7213,¿Por qué Gates produce a un ritmo tan frenético?,El Presidente se preguntaba por qué las máquinas en la fábrica de Gates producen a un ritmo tan alto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7214,¿Por qué Gates produce a un ritmo tan frenético?,¿Por qué Gates produce a un ritmo tan lento?,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7215,No hace falta pedir perdón por nuestro papel de liderazgo.,Nuestra única opción es seguir las instrucciones que nos den nuestros superiores y directivos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7216,No hace falta pedir perdón por nuestro papel de liderazgo.,Nos hemos ganado el respeto y el derecho de ser líderes orgullosos en este tema.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7217,No hace falta pedir perdón por nuestro papel de liderazgo.,No le debemos a nadie ninguna disculpa por nuestro liderazgo en este asunto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7218,"Hay, por supuesto, muchas escenas elegantes y coquetas en yates.",Los grandes yates son muy caros de mantener ya que necesitan mantenimiento regular y usan grandes cantidades de combustible.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7220,"Hay, por supuesto, muchas escenas elegantes y coquetas en yates.",Los yates se utilizan como escenario para muchas escenas elegantes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7221,El sitio web de MCI detalla el método previsto para medir estos jonrones.,El sitio web de MCI tiene pautas que son fáciles de entender con respecto a la medición de jonrones.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7222,El sitio web de MCI detalla el método previsto para medir estos jonrones.,Existen pautas establecidas en el sitio web de MCI que explican cómo medir jonrones.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7223,El sitio web de MCI detalla el método previsto para medir estos jonrones.,No hay mención de jonrones en la página web de MCI en este momento.,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7225,"El New Yorker ha contraatacado con ediciones especiales-- tomos masivos sobre la raza, Hollywood o el futuro.","En respuesta, el New Yorker ha publicado enormes números especiales sobre temas como Hollywood, la raza y el futuro.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7226,"El New Yorker ha contraatacado con ediciones especiales-- tomos masivos sobre la raza, Hollywood o el futuro.","The New Yorker ha respondido con más de 20 números especiales, incluidas revistas completas sobre racismo, viajes espaciales y educación.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7227,"Aunque no te escriba desde Estados Unidos, ahí es donde normalmente estoy, hacéme una seña ...","Hoy estoy en Canadá, pero normalmente estoy en los Estados Unidos.",xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
7228,"Aunque no te escriba desde Estados Unidos, ahí es donde normalmente estoy, haceme una seña ...",Te escribo mientras estoy en vacaciones de dos semanas en los Estados Unidos,xnli_rp_full_2026-05-27,2026-05-27 20:44:49.926065+00,validation_app\to_upload\chunk_04.jsonl
